,modo,tipo,bairro,rua,numero,metros_quadrados,quartos,vagas,banheiros,valor
310,aluguel,Sala,Brotas, Avenida Antônio Carlos Magalhães,,37.65,0,1,1,650.0
311,aluguel,Apartamento,Barreiras, Estrada das Barreiras,,45.0,2,1,1,880.0
312,aluguel,Sala,Pituba, Rua Professor Leopoldo Amaral,,39.81,0,1,1,2500.0
313,aluguel,Loja,Barra, Rua Cesar Zama,,36.0,0,0,1,3500.0
314,aluguel,Sala,Paripe, Rua Doutor Eduardo Dotto,2.0,29.0,0,0,1,1000.0
315,aluguel,Ponto comercial,Graça, Avenida Euclydes da Cunha,,500.0,0,5,0,19000.0
316,aluguel,Casa,Vitória, Avenida Sete de Setembro,,900.0,19,0,10,45000.0
317,aluguel,Sala,Caminho das Árvores, Rua Coronel Almerindo Rehem,,27.0,0,1,0,1000.0
318,aluguel,Sala,Caminho das Árvores, Rua Ewerton Visco,,64.0,0,1,1,2800.0
319,aluguel,Casa Comercial,Acupe de Brotas, Avenida General Graça Lessa,,800.0,0,15,8,13000.0
320,aluguel,Apartamento,Graça, Rua da Graça,,400.0,5,4,7,14343.0
321,aluguel,Casa,Caminho das Árvores, Alameda das Chuvas de Ouro,,595.0,6,4,6,25750.0
322,aluguel,Terreno,Campo Grande, Ladeira da Fonte,,1315.02,0,0,0,32000.0
323,aluguel,Prédio,Paralela, Avenida Luís Viana,2841.0,7705.0,0,200,0,400000.0
324,aluguel,Apartamento,Boca do Rio, Avenida Jorge Amado,,35.0,1,0,1,650.0
325,aluguel,Casa,Engenho Velho de Brotas, Rua Almirante Alves Câmara,233.0,79.0,2,0,2,1000.0
326,aluguel,Sala,Brotas, Avenida Antônio Carlos Magalhães,,28.27,0,1,1,550.0
327,aluguel,Sala,Brotas, Avenida Antônio Carlos Magalhães,,28.27,0,1,1,550.0
328,aluguel,Sala,Brotas, Avenida Antônio Carlos Magalhães,,28.0,0,1,1,550.0
329,aluguel,Apartamento,Dois de Julho, Largo Dois de Julho,,41.0,1,0,1,648.0
330,aluguel,Apartamento,Boca do Rio, Avenida Jorge Amado,,35.0,1,0,1,650.0
331,aluguel,Sala,Brotas, Avenida Antônio Carlos Magalhães,,37.65,0,1,1,650.0
332,aluguel,Sala,Brotas, Avenida Antônio Carlos Magalhães,,37.12,0,1,1,650.0
333,aluguel,Sala,Brotas, Avenida Antônio Carlos Magalhães,,37.0,0,1,1,650.0
334,aluguel,Sala,Brotas, Avenida Antônio Carlos Magalhães,,37.12,0,1,1,650.0
335,aluguel,Sala,Brotas, Avenida Antônio Carlos Magalhães,,37.65,0,1,1,650.0
336,aluguel,Sala,Nazaré, Avenida Joana Angélica,,28.0,0,0,1,700.0
337,aluguel,Sala,Parque Bela Vista, Rua Metódio Coelho,,56.0,0,1,1,900.0
338,aluguel,Sala,Stiep, Rua Edístio Pondé,,37.0,0,1,0,900.0
339,aluguel,Sala,Pituba, Rua Altino Serbeto de Barros,,32.0,0,1,0,1000.0
340,aluguel,Apartamento,Pituba, Rua Mato Grosso,251.0,100.0,3,1,3,2200.0
341,aluguel,Loja,Engenho Velho de Brotas, Avenida Vasco da Gama,,39.0,0,2,0,2200.0
342,aluguel,Sala,Pituba, Avenida Manoel Dias da Silva,,140.0,0,2,0,2500.0
343,aluguel,Sala,Pituba, Avenida Manoel Dias da Silva,,140.0,0,2,0,2500.0
344,aluguel,Apartamento,Graça, Rua Catarina Paraguassu,,45.0,1,1,1,2721.0
345,aluguel,Apartamento,Graça, Rua Catarina Paraguassu,,45.0,1,1,1,2721.0
346,aluguel,Apartamento,Graça, Rua Catarina Paraguassu,,45.0,1,1,1,2835.0
347,aluguel,Loja,Pituba, Alameda Florença,,95.0,0,0,1,3400.0
348,aluguel,Casa Comercial,Barra, Rua Afonso Celso,413.0,250.0,0,0,0,15000.0
349,aluguel,Prédio,Ondina, Avenida Anita Garibaldi,1211.0,3200.0,0,100,0,134400.0
350,aluguel,Casa Comercial,Rio Vermelho, Rua Juazeiro,,297.5,0,5,3,7500.0
351,aluguel,Sala,Brotas, Avenida Antônio Carlos Magalhães,,28.0,0,1,1,650.0
352,aluguel,Sala,Brotas, Avenida Antônio Carlos Magalhães,,37.12,0,1,0,650.0
353,aluguel,Sala,Brotas, Avenida Antônio Carlos Magalhães,,37.65,0,1,1,650.0
354,aluguel,Sala,São Caetano, Estrada de Campinas,508.0,15.0,0,0,1,750.0
355,aluguel,Casa Comercial,Caminho de Areia, Rua José Sena,,200.0,4,1,3,4500.0
356,aluguel,Loja,Barreiras, Estrada das Barreiras,,100.0,0,0,2,6000.0
357,aluguel,Apartamento,Trobogy, Rua Aymoré Moreira,,42.58,1,1,1,600.0
358,aluguel,Sala,Itaigara, Avenida Antônio Carlos Magalhães,811.0,34.0,0,1,1,600.0
359,aluguel,Apartamento,Itapuã, Rua Luís Eduardo Magalhães,,49.0,2,1,1,800.0
360,aluguel,Apartamento,Massaranduba, Largo Juracy Magalhães,,100.0,2,0,2,850.0
361,aluguel,Apartamento,Trobogy, Rua Aymoré Moreira,,51.93,2,1,1,900.0
362,aluguel,Apartamento,Campinas de Brotas, Conjunto Rodrigo Horácio Garcia da Costa,201.0,74.32,3,0,2,1000.0
363,aluguel,Sala,Engenho Velho de Brotas, Avenida Vasco da Gama,,26.26,0,1,0,1000.0
364,aluguel,Sala,Caminho das Árvores, Avenida Tancredo Neves,,43.0,0,1,1,1188.0
365,aluguel,Loja,Barreiras, Estrada das Barreiras,,100.0,0,0,1,3000.0
366,aluguel,Loja,Uruguai, Rua Nilton Franca,,25.0,0,0,1,950.0
367,aluguel,Casa Comercial,Roma, Rua Francisco Souza,8.0,600.0,0,0,5,4300.0
368,aluguel,Loja,Pituba, Avenida Manoel Dias da Silva,,128.0,0,3,0,18000.0
369,aluguel,Casa Comercial,Caminho das Árvores, Alameda das Algarobas,,333.28,0,6,0,18000.0
370,aluguel,Galpão,Mares, Rua Frederico Lisboa,38.0,315.0,0,3,3,4000.0
371,aluguel,Apartamento,Escada, Avenida Afrânio Peixoto,,70.0,2,0,1,600.0
372,aluguel,Apartamento,Massaranduba, Largo Juracy Magalhães,37.0,40.0,2,0,1,600.0
373,aluguel,Apartamento,Ribeira, Avenida Porto dos Mastros,100.0,25.0,1,0,1,700.0
374,aluguel,Sala,Barroquinha, Ladeira da Barroquinha,26.0,35.0,0,0,1,700.0
375,aluguel,Sala,Liberdade, Estrada da Liberdade,503.0,18.0,0,0,1,700.0
376,aluguel,Apartamento,Ribeira,,,50.0,2,0,1,750.0
377,aluguel,Apartamento,Cidade Nova, Travessa Santa Inês,20.0,100.0,2,0,1,750.0
378,aluguel,Apartamento,Vila Rui Barbosa, Rua Galvão Bueno,31.0,65.0,2,0,1,750.0
379,aluguel,Sala,Barroquinha, Ladeira da Barroquinha,26.0,65.0,0,0,1,800.0
380,aluguel,Sala,Barroquinha, Ladeira da Barroquinha,26.0,55.0,0,0,1,800.0
381,aluguel,Apartamento,Vila Rui Barbosa, Rua da Paz,,60.0,2,0,1,850.0
382,aluguel,Apartamento,Baixa de Quintas, Rua Desembargador Júlio de Brito,6.0,70.0,3,0,2,900.0
383,aluguel,Apartamento,Vila Rui Barbosa, Rua Duarte da Costa,193.0,80.0,3,0,1,900.0
384,aluguel,Apartamento,Uruguai, Rua Haroldo de Sá,11.0,80.0,2,0,1,950.0
385,aluguel,Apartamento,Rio Vermelho,,,51.42,2,1,2,1000.0
386,aluguel,Apartamento,Caminho de Areia, Rua Jardim Castro Alves,79.0,90.0,3,0,1,1000.0
387,aluguel,Loja,Ribeira, Rua Visconde de Caravelas,12.0,140.0,0,0,2,2500.0
388,aluguel,Loja,Lobato, Avenida Afrânio Peixoto,6.0,280.0,0,0,0,3000.0
389,aluguel,Loja,Plataforma, Rua José Joaquim Alves,348.0,360.0,0,3,2,6000.0
390,aluguel,Loja,São Marcos, Rua Direta de São Marcos,18.0,405.0,0,0,2,9000.0
391,aluguel,Loja,Bonfim, Rua Cônego Orlando Teles,,246.0,0,0,0,12500.0
392,aluguel,Conjunto de salas,Barra, Rua Lord Cochrane,,300.0,0,2,5,18000.0
393,aluguel,Loja,Engenho Velho de Brotas, Avenida Vasco da Gama,,280.0,0,6,0,20000.0
394,aluguel,Loja,Cabula, Rua Silveira Martins,292.0,614.0,0,7,0,38000.0
395,aluguel,Loja,Graça, Avenida Euclydes da Cunha,,570.0,0,20,4,65000.0
396,aluguel,Loja,Tancredo Neves, Rua Direta de Tancredo Neves,2.0,335.0,0,0,2,13000.0
397,aluguel,Casa Comercial,Federação, Rua José Wilson de Vasconcelos,,350.0,0,2,2,4800.0
398,aluguel,Apartamento,Caminho de Areia, Avenida Caminho de Areia,237.0,75.0,2,0,1,1000.0
399,aluguel,Conjunto de salas,Pituba, Avenida Antônio Carlos Magalhães,,671.0,0,6,6,33000.0
400,aluguel,Conjunto de salas,Pituba, Avenida Antônio Carlos Magalhães,,671.0,0,6,6,33000.0
401,aluguel,Conjunto de salas,Pituba, Avenida Antônio Carlos Magalhães,,671.0,0,6,6,33000.0
402,aluguel,Conjunto de salas,Pituba, Avenida Antônio Carlos Magalhães,,671.0,0,6,6,33000.0
403,aluguel,Loja,Itacaranha, Avenida Afrânio Peixoto,2.0,500.0,0,4,2,8000.0
404,aluguel,Sala,Rio Vermelho, Avenida Juracy Magalhães Júnior,64.0,35.0,0,0,1,650.0
405,aluguel,Sala,Rio Vermelho, Avenida Juracy Magalhães Júnior,64.0,42.0,0,0,1,800.0
406,aluguel,Cobertura,Itaigara, Rua Almeida Garret,,86.0,2,2,2,3200.0
407,aluguel,Ponto comercial,Roma, Avenida Fernandes da Cunha,,430.0,0,3,0,10000.0
408,aluguel,Conjunto de salas,Pituba, Avenida Antônio Carlos Magalhães,,671.0,0,6,6,33000.0
409,aluguel,Conjunto de salas,Pituba, Avenida Antônio Carlos Magalhães,,671.0,0,6,6,33000.0
410,aluguel,Loja,Liberdade, Estrada da Liberdade,,19.0,0,0,0,350.0
411,aluguel,Sala,Comércio, Rua Lauro Muller,,42.0,0,0,0,594.0
412,aluguel,Sala,Comércio, Rua Lauro Muller,,42.0,0,0,0,594.0
413,aluguel,Sala,Pernambués, Vila Santo Antônio de Pádua,,21.0,0,1,1,650.0
414,aluguel,Loja,Armação, Rua Antônio da Silva Coelho,,350.0,0,0,0,12000.0
415,aluguel,Apartamento,Escada, Avenida Afrânio Peixoto,,70.0,2,0,1,650.0
416,aluguel,Loja,Engenho Velho de Brotas, Rua Boa Vista de Brotas,164.0,300.0,0,1,1,6000.0
417,aluguel,Sala,Calçada, Largo da Calçada,1.0,10.0,0,0,0,600.0
418,aluguel,Sala,Fazenda Grande do Retiro, Rua Mello Moraes Filho,,35.0,0,0,1,700.0
419,aluguel,Loja,Barra, Rua Belo Horizonte,,6.0,0,0,0,800.0
420,aluguel,Apartamento,São Rafael, Avenida Oceano Atlântico,481.0,52.28,2,0,1,800.0
421,aluguel,Casa,Nordeste, Rua Sudeste,8.0,65.0,2,0,1,900.0
422,aluguel,Sala,Caminho das Árvores, Avenida Tancredo Neves,,29.94,0,1,1,900.0
423,aluguel,Casa em condomínio,Itapuã, Rua Odorico Tavares,7.0,150.0,5,1,4,3300.0
424,aluguel,Casa Comercial,Caminho das Árvores, Rua das Avencas,73.0,366.0,0,2,0,7000.0
425,aluguel,Casa Comercial,Matatu, Rua Lalita Costa,346.0,400.0,0,0,0,9000.0
426,aluguel,Loja,Baixa de Quintas, Avenida Heitor Dias,,600.0,0,8,0,9000.0
427,aluguel,Terreno,Engenho Velho da Federação, Avenida Cardeal da Silva,,588.0,0,0,0,10000.0
428,aluguel,Loja,Matatu, Rua Barros Falcão,,80.82,0,7,0,10500.0
429,aluguel,Loja,Matatu, Rua Barros Falcão,,92.03,0,10,0,12000.0
430,aluguel,Casa Comercial,Rio Vermelho, Rua Professora Natália Vinhais,,720.0,0,1,4,16000.0
431,aluguel,Loja,Caminho das Árvores, Rua Ewerton Visco,,545.0,0,18,2,65000.0
432,aluguel,Sala,Comércio, Rua Lauro Muller,,42.0,0,0,0,594.0
433,aluguel,Loja,Massaranduba, Rua Dom Sebastião Lemos,,40.0,0,0,1,750.0
434,aluguel,Sala,Barra, Rua Lord Cochrane,,30.0,0,0,0,1000.0
435,aluguel,Apartamento,Ondina, Rua Morro do Escravo Miguel,,220.47,4,2,2,2940.0
436,aluguel,Sala,Federação, Avenida Anita Garibaldi,,31.77,0,1,1,600.0
437,aluguel,Apartamento,Politeama,,,36.0,1,0,1,800.0
438,aluguel,Apartamento,Rio Vermelho,,,122.5,3,1,3,2300.0
439,aluguel,Apartamento,Pituba,,,106.06,4,2,3,2300.0
440,aluguel,Loja,Horto Florestal, Rua do Jacarandá,,36.0,0,0,1,3000.0
441,aluguel,Loja,Comércio, Rua Portugal,,27.74,0,0,1,4500.0
442,aluguel,Casa Comercial,Pituba, Rua Rubem Berta,,364.0,0,0,5,8000.0
443,aluguel,Casa Comercial,Barra, Rua Cesar Zama,,180.0,0,1,4,13000.0
444,aluguel,Sala,Comércio, Rua Lauro Muller,,42.0,0,0,1,594.0
445,aluguel,Loja,Pituba, Alameda Pádua,,15.0,0,0,0,600.0
446,aluguel,Sala,Caminho das Árvores, Rua Frederico Simões,,27.42,0,1,1,1000.0
447,aluguel,Loja,Curuzu, Estrada da Liberdade,,35.0,0,0,0,6000.0
448,aluguel,Sala,Pituba, Rua Altino Serbeto de Barros,,29.0,0,1,1,800.0
449,aluguel,Sala,Comércio, Rua Miguel Calmon,,200.0,0,0,3,4000.0
450,aluguel,Prédio,Itapuã, Outros 1ª Travessa da Cacimba,,500.0,0,0,6,5000.0
451,aluguel,Sala,Comércio, Rua Miguel Calmon,,200.0,0,0,2,4000.0
452,aluguel,Sala,Pituba, Rua Fernando Menezes de Góes,397.0,41.0,0,1,1,700.0
453,aluguel,Prédio,Imbuí, Avenida Jorge Amado,100.0,850.0,0,8,3,22000.0
454,aluguel,Sala,Comércio, Rua dos Algibebes,4.0,29.0,0,0,1,500.0
455,aluguel,Sala,Comércio, Rua Miguel Calmon,,200.0,0,0,0,4000.0
456,aluguel,Apartamento,Pituaçu,,,142.27,3,2,2,5250.0
457,aluguel,Casa Comercial,Caminho das Árvores,,,450.0,0,4,7,15000.0
458,aluguel,Sala,Federação, Avenida Cardeal da Silva,,295.0,0,1,0,8000.0
459,aluguel,Sala,Federação, Avenida Cardeal da Silva,,295.0,0,1,0,8000.0
460,aluguel,Loja,Stella Maris, Rua Professor Carlos Ott,79.0,21.0,0,0,0,1000.0
461,aluguel,Loja,Barris, Rua Conselheiro Junqueira Ayres,2.0,118.5,0,0,0,7000.0
462,aluguel,Sala,Comércio, Rua Portugal,,29.87,0,0,1,700.0
463,aluguel,Sala,São Gonçalo, Rua Tobogan,5.0,90.0,0,0,0,2400.0
464,aluguel,Apartamento,Pituba,,,29.42,1,0,1,1080.0
465,aluguel,Ponto comercial,Canela,,,280.0,0,0,2,5000.0
466,aluguel,Ponto comercial,Rio Vermelho,,,360.0,0,2,4,12000.0
467,aluguel,Loja,Dois de Julho, Rua Carlos Gomes,,500.0,0,0,3,20000.0
468,aluguel,Ponto comercial,Engenho Velho de Brotas, Rua Frederico Costa,,1500.0,0,11,8,20000.0
469,aluguel,Ponto comercial,Liberdade,,,472.0,0,0,10,20000.0
470,aluguel,Ponto comercial,Canela,,,543.0,0,5,0,22000.0
471,aluguel,Sala,Parque Bela Vista, Avenida Antônio Carlos Magalhães,,28.27,0,1,1,600.0
472,aluguel,Apartamento,Vila Rui Barbosa, Rua José Bonifácio,,40.0,2,0,1,650.0
473,aluguel,Sala,Parque Bela Vista, Avenida Antônio Carlos Magalhães,,50.0,0,0,1,900.0
474,aluguel,Loja,Barra, Rua Marquês de Caravelas,,200.0,0,0,2,8500.0
475,aluguel,Apartamento,Ribeira, Beco Bucuitiba,23.0,40.0,1,0,1,700.0
476,aluguel,Ponto comercial,Liberdade, Estrada da Liberdade,,192.3,0,0,2,5900.0
477,aluguel,Conjunto de salas,Pituba,,,50.0,0,0,0,3000.0
478,aluguel,Casa Comercial,Matatu,,,143.0,0,4,4,15000.0
479,aluguel,Apartamento,Ribeira, Beco Bucuitiba,22.0,40.0,1,0,0,700.0
480,aluguel,Galpão,Ceasa,,,543.0,0,0,2,6500.0
481,aluguel,Apartamento,Pituba,,,50.0,1,1,2,1150.0
482,aluguel,Sala,Pituba,,,9.0,0,0,0,1000.0
483,aluguel,Sala,Pituba,,,9.0,0,0,0,1000.0
