,modo,tipo,bairro,rua,numero,metros_quadrados,quartos,vagas,banheiros,valor
237,venda,Apartamento,Dois de Julho, Avenida Sete de Setembro,,52.0,1,1,2,190000
238,venda,Apartamento,Parque Bela Vista, Rua Teixeira Barros,,66.06,3,1,2,250000
239,venda,Conjunto de salas,Itaigara, Avenida Antônio Carlos Magalhães,,75.0,0,0,3,250000
240,venda,Apartamento,Matatu, Rua das Pitangueiras,,95.39,3,1,1,255000
241,venda,Apartamento,Nazaré, Ladeira do Hospital,,105.27,3,1,1,260000
242,venda,Apartamento,Ondina, Avenida Oceânica,,55.25,1,1,1,270000
243,venda,Apartamento,Rio Vermelho, Rua Caetité,26.0,71.86,2,1,2,270000
244,venda,Apartamento,Graça, Rua Teixeira Leal,,72.0,2,0,2,270000
245,venda,Apartamento,Piatã, Rua da Gratidão,,61.54,2,1,1,280000
246,venda,Apartamento,Pituba, Rua Almirante Carlos Paraguassu de Sá,,55.75,2,1,2,280000
247,venda,Apartamento,Rio Vermelho, Rua Marquês de Monte Santo,,68.95,3,1,2,295000
248,venda,Apartamento,Barra, Rua Doutor João Pondé,,45.0,1,1,1,300000
249,venda,Apartamento,Brotas, Rua Irmã Dulce,,72.15,2,1,3,300000
250,venda,Apartamento,Pituba, Rua Amazonas,,85.6,3,1,2,300000
251,venda,Apartamento,Pituba, Rua Fernando Menezes de Góes,345.0,123.0,3,1,3,300000
252,venda,Apartamento,Pituba, Rua Pará,448.0,82.0,2,1,3,320000
253,venda,Apartamento,Federação, Rua Sérgio de Carvalho,801.0,64.0,3,1,2,320000
254,venda,Conjunto de salas,Parque Bela Vista, Avenida Antônio Carlos Magalhães,,58.0,0,2,2,320000
255,venda,Apartamento,Piatã, Avenida Octávio Mangabeira,,55.28,1,1,1,330000
256,venda,Apartamento,Armação, Rua Rodolpho Coelho Cavalcante,,92.0,3,1,1,330000
257,venda,Apartamento,Pituba, Rua Sotero Monteiro,85.0,106.66,3,1,2,330000
258,venda,Apartamento,Jardim Placaford, Rua Engenheiro Erociano da Cruz Neves,,85.0,3,1,2,330000
259,venda,Apartamento,Graça, Rua Engenheiro Celso Torres,,90.0,2,1,3,335000
260,venda,Apartamento,Pituba, Rua Pará,,82.0,2,1,3,350000
261,venda,Apartamento,Pituba, Alameda Carrara,,79.38,2,2,2,350000
262,venda,Apartamento,Costa Azul,,,92.0,2,1,3,350000
263,venda,Apartamento,Canela, Rua Cláudio Manoel da Costa,,80.47,2,1,3,350000
264,venda,Apartamento,Chame-chame, Rua Comendador Francisco Pedreira,,98.11,3,0,2,350000
265,venda,Apartamento,Pituba, Rua Fernando Menezes de Góes,245.0,121.46,3,1,3,350000
266,venda,Apartamento,Pituba, Rua Pará,,140.0,3,1,4,405000
267,venda,Apartamento,Jardim Apipema, Rua Christiano Ottoni,,140.0,3,1,1,410000
268,venda,Apartamento,Parque Bela Vista, Rua Professor Ildefonso de Mesquita,,137.0,3,2,2,414000
269,venda,Apartamento,Canela, Rua Cláudio Manoel da Costa,,94.41,2,1,2,420000
270,venda,Apartamento,Federação, Avenida Anita Garibaldi,,98.0,3,1,3,420000
271,venda,Apartamento,Pituba, Rua Piauí,,230.38,4,2,3,420000
272,venda,Apartamento,Armação, Rua João Mendes da Costa Filho,,86.0,3,2,3,430000
273,venda,Apartamento,Costa Azul, Rua Coronel Durval Mattos,,85.0,2,2,3,440000
274,venda,Apartamento,Vila Laura, Rua Genésio Sales,226.0,90.0,3,1,2,440000
275,venda,Flat,Caminho das Árvores, Rua Alceu Amoroso Lima,,44.77,1,1,1,440000
276,venda,Apartamento,Pituba, Rua Pará,454.0,82.0,2,1,2,445000
277,venda,Apartamento,Candeal, Rua Waldemar Falcão - Lado Par,,78.0,2,1,2,450000
278,venda,Apartamento,Garcia, Rua Pacífico Pereira,,84.0,3,1,2,450000
279,venda,Cobertura,Graça, Rua Comendador Horácio Urpia,,90.0,2,1,3,480000
280,venda,Apartamento,Pituba, Rua Pará,,140.0,3,1,4,405000
281,venda,Apartamento,Jardim Apipema, Rua Christiano Ottoni,,140.0,3,1,1,410000
282,venda,Apartamento,Parque Bela Vista, Rua Professor Ildefonso de Mesquita,,137.0,3,2,2,414000
283,venda,Apartamento,Canela, Rua Cláudio Manoel da Costa,,94.41,2,1,2,420000
284,venda,Apartamento,Federação, Avenida Anita Garibaldi,,98.0,3,1,3,420000
285,venda,Apartamento,Pituba, Rua Piauí,,230.38,4,2,3,420000
286,venda,Apartamento,Armação, Rua João Mendes da Costa Filho,,86.0,3,2,3,430000
287,venda,Apartamento,Costa Azul, Rua Coronel Durval Mattos,,85.0,2,2,3,440000
288,venda,Apartamento,Vila Laura, Rua Genésio Sales,226.0,90.0,3,1,2,440000
289,venda,Flat,Caminho das Árvores, Rua Alceu Amoroso Lima,,44.77,1,1,1,440000
290,venda,Apartamento,Pituba, Rua Pará,454.0,82.0,2,1,2,445000
291,venda,Apartamento,Candeal, Rua Waldemar Falcão - Lado Par,,78.0,2,1,2,450000
292,venda,Apartamento,Garcia, Rua Pacífico Pereira,,84.0,3,1,2,450000
293,venda,Cobertura,Graça, Rua Comendador Horácio Urpia,,90.0,2,1,3,480000
294,venda,Apartamento,Pituba, Rua Piauí,,72.0,2,1,2,490000
295,venda,Apartamento,Pituba, Rua Engenheiro Adhemar Fontes,,108.0,2,1,3,500000
296,venda,Apartamento,Pituba, Rua Artur de Sá Menezes,302.0,155.6,4,2,3,500000
297,venda,Apartamento,Pituba, Rua Rubem Berta,324.0,142.0,4,2,3,500000
298,venda,Cobertura,Pituba, Rua Espírito Santo,,138.5,2,1,3,500000
299,venda,Loja,Vila Laura, Rua Raul Leite,,64.0,0,1,0,500000
300,venda,Apartamento,Pituba, Rua Clara Nunes,,79.23,2,1,3,530000
301,venda,Apartamento,Costa Azul, Rua Desembargador Manoel Pereira,98.0,152.69,3,2,3,530000
302,venda,Apartamento,Pituba, Avenida Paulo Vi,,96.0,2,2,2,545000
303,venda,Apartamento,Pituba, Rua General Antônio Sampaio,,134.83,3,2,2,550000
304,venda,Apartamento,Caminho das Árvores, Rua do Timbó,726.0,110.0,3,2,3,550000
305,venda,Apartamento,Pituba, Rua Artur de Sá Menezes,,275.42,4,3,3,550000
306,venda,Casa em condomínio,Piatã, Rua Engenheiro Erociano da Cruz Neves,,196.0,4,2,5,550000
307,venda,Apartamento,Pituba, Rua Colmar Americano da Costa,,78.0,2,2,2,560000
308,venda,Sala,Caminho das Árvores, Avenida Tancredo Neves,,102.6,0,2,2,650000
309,venda,Apartamento,Itaigara, Rua Wanderley Pinho,,155.0,3,2,2,680000
310,venda,Apartamento,Horto Florestal, Rua Waldemar Falcão,,90.0,2,2,3,690000
311,venda,Apartamento,Pituba, Rua Messer do Amor,,135.0,4,2,2,700000
312,venda,Apartamento,Caminho das Árvores, Rua do Ébano,,181.0,4,2,4,700000
313,venda,Apartamento,Caminho das Árvores, Rua Várzea de Santo Antônio,621.0,140.0,4,2,4,700000
314,venda,Apartamento,Graça, Avenida Euclydes da Cunha,,130.0,3,1,3,710000
315,venda,Apartamento,Pituba, Rua Renato de Menezes Berenguer,185.0,110.25,3,2,4,720000
316,venda,Apartamento,Garcia, Avenida Leovigildo Filgueiras,,140.0,4,1,1,730000
317,venda,Apartamento,Pituba, Rua Hilton Rodrigues,,118.0,3,2,2,735000
318,venda,Apartamento,Graça, Rua Martagão Gesteira,,200.0,3,3,2,750000
319,venda,Apartamento,Pituba, Rua Altino Serbeto de Barros,,131.2,3,2,1,750000
320,venda,Apartamento,Armação, Rua Alfredo Gomes de Oliveira,,213.0,4,2,4,750000
321,venda,Apartamento,Pituba, Rua Hilton Rodrigues,,193.82,4,2,5,780000
322,venda,Apartamento,Pituba, Rua Ceará,,201.0,4,2,4,800000
323,venda,Cobertura,Pituba, Rua Território do Guaporé,,327.0,4,3,3,800000
324,venda,Ponto comercial,Rio Sena, Rua Pedro de Alencar,345.0,1084.0,0,0,1,800000
325,venda,Apartamento,Pituba, Rua Machado Neto,,202.0,4,2,4,815000
326,venda,Apartamento,Jardim Apipema, Rua Plínio Moscoso,,128.43,4,2,3,850000
327,venda,Apartamento,Pituba, Rua Altino Serbeto de Barros,,143.22,4,2,3,850000
328,venda,Casa,Daniel Lisboa, Rua Dom Jerônimo Thome da Silva,,380.0,3,2,4,850000
329,venda,Apartamento,Candeal, Rua Leonor Calmon,,170.54,3,3,3,900000
330,venda,Apartamento,Graça, Rua Djalma Ramos,,191.0,3,2,1,900000
331,venda,Apartamento,Pituba, Rua Tenente Fernando Tuy,,137.0,4,2,4,950000
332,venda,Casa Comercial,Pituba, Rua das Angélicas,,157.0,0,4,3,950000
333,venda,Dúplex,Itaigara, Rua Érico Veríssimo,,135.0,2,2,3,960000
334,venda,Cobertura,Pituba, Rua Hilton Rodrigues,,223.0,3,3,3,980000
335,venda,Conjunto de salas,Caminho das Árvores, Rua Soldado Luiz Gonzaga das Virgens,,160.0,0,4,4,1000000
336,venda,Cobertura,Pituba, Rua Manoel Andrade,,200.0,3,3,4,1070000
337,venda,Apartamento,Barra, Rua Fernão de Magalhães,,169.0,3,1,2,1100000
338,venda,Apartamento,Pituba, Rua Alberto Valença,,148.0,4,2,4,1130000
339,venda,Cobertura,Pituba, Rua Marechal Andréa,312.0,178.93,3,4,4,1150000
340,venda,Apartamento,Itaigara, Rua Doutor Antônio Monteiro,,201.47,4,4,4,1200000
341,venda,Casa em condomínio,Pituba, Rua Teófilo Braga,154.0,128.63,3,2,3,1200000
342,venda,Cobertura,Pituba, Rua Marechal Andréa,,303.36,4,4,3,1200000
343,venda,Cobertura,Pituba, Rua Hilton Rodrigues,,216.35,4,4,5,1240000
344,venda,Casa,Barra, Avenida Sete de Setembro,,360.0,6,0,7,1250000
345,venda,Apartamento,Campo Grande, Largo do Campo Grande,,219.0,4,2,4,1280000
346,venda,Apartamento,Caminho das Árvores, Rua do Benjoim,,196.0,4,3,5,1280000
347,venda,Sala,Graça, Rua Humberto de Campos,,260.0,0,4,4,1300000
348,venda,Apartamento,Campo Grande, Largo do Campo Grande,,240.0,4,2,3,1350000
349,venda,Apartamento,Rio Vermelho, Rua Monte Conselho,,203.87,4,3,5,1350000
350,venda,Casa,Itaigara, Rua Hermann Neeser,,318.28,3,1,3,1350000
351,venda,Cobertura,Itaigara, Rua Doutor Hosannah de Oliveira,,260.0,5,3,5,1400000
352,venda,Casa,Pituba, Rua Guillard Muniz,,360.0,4,4,5,1600000
353,venda,Apartamento,Caminho das Árvores, Rua do Jaborandi,,198.0,4,3,6,1700000
354,venda,Casa,Caminho das Árvores, Rua Graviola,190.0,496.0,5,2,5,1700000
355,venda,Apartamento,Horto Florestal, Rua Waldemar Falcão,,353.72,4,4,5,1800000
356,venda,Apartamento,Pituba, Rua Tenente Fernando Tuy,,224.6,4,4,6,1800000
357,venda,Cobertura,Graça, Rua Manoel Barreto,,292.81,4,4,5,1800000
358,venda,Casa,Vila Laura, Rua Bernardo Spector,,511.0,5,4,5,1890000
359,venda,Apartamento,Jardim Apipema, Rua Plínio Moscoso,,479.82,5,4,5,1900000
360,venda,Casa,Jardim Apipema, Rua Nita Costa,,240.0,5,4,6,1950000
361,venda,Pousada,Santo Antônio, Rua Direita de Santo Antônio,,380.0,7,0,3,1990000
362,venda,Apartamento,Caminho das Árvores, Rua do Ébano,,348.15,3,3,5,2000000
363,venda,Apartamento,Caminho das Árvores, Rua Graviola,,436.0,5,5,1,2050000
364,venda,Apartamento,Rio Vermelho, Travessa Bartholomeu de Gusmão,,273.0,4,4,6,2200000
365,venda,Apartamento,Pituba, Rua Antenor Tupinambá,,447.63,5,8,1,2200000
366,venda,Casa,Caminho das Árvores, Alameda dos Umbuzeiros,,337.0,3,3,3,2250000
367,venda,Casa,Canela, Rua Cláudio Manoel da Costa,,1002.0,4,2,5,2500000
368,venda,Prédio,Pituba, Avenida Manoel Dias da Silva,,600.0,0,0,0,3000000
369,venda,Motel,Bonfim, Rua Henrique Dias,,750.0,33,6,33,3100000
370,venda,Hotel,Liberdade, Largo do Guarani,,2200.0,40,27,0,3400000
371,venda,Apartamento,Jardim Apipema, Rua Professor Sabino Silva,,493.0,4,5,6,3500000
372,venda,Casa em condomínio,Alphaville I, Avenida Alphaville,0.0,370.0,4,4,6,3800000
373,venda,Casa em condomínio,Piatã, Avenida Orlando Gomes,,501.0,6,5,6,4650000
374,venda,Casa em condomínio,Alphaville I, Residencial Itaparica,555.0,1200.0,4,10,9,5000000
375,venda,Casa em condomínio,Alphaville I, Avenida Alphaville,,500.0,3,5,5,7800000
376,venda,Apartamento,Bonfim, Rua Parque São José,1.0,110.0,4,0,3,315000
377,venda,Apartamento,Parque Bela Vista, Rua Assaré,,60.0,2,2,2,370000
378,venda,Casa,Piatã, Rua Doutor Arnaldo Santana,,230.0,5,4,5,800000
379,venda,Apartamento,Barra, Avenida Sete de Setembro,,104.6,3,1,2,850000
380,venda,Apartamento,Pituba, Alameda Catânia,,130.0,4,2,4,810000
381,venda,Sala,Pituba, Avenida Professor Magalhães Neto,1450.0,53.0,0,1,1,320000
382,venda,Apartamento,Luiz Anselmo, Rua Hélio de Oliveira,,55.0,2,1,1,190000
383,venda,Apartamento,Pituba, Rua Mato Grosso,478.0,128.06,4,2,4,640000
384,venda,Sala,Caminho das Árvores, Rua Coronel Almerindo Rehem,,30.0,0,1,1,210000
385,venda,Sala,Barra, Avenida Oceânica,,65.64,0,2,1,707599
386,venda,Sala,Pituba, Rua Professor Leopoldo Amaral,,39.81,0,1,1,330000
387,venda,Sala,Pituba, Avenida Manoel Dias da Silva,,25.73,0,1,1,145000
388,venda,Casa Comercial,Barra, Avenida Oceânica,,582.0,0,4,23,5500000
389,venda,Apartamento,São Marcos, Rua Carlos Marighella,,60.0,2,0,1,99000
390,venda,Apartamento,Engenho Velho de Brotas, Rua Frederico Costa,685.0,55.0,1,1,1,220000
391,venda,Apartamento,Resgate, Rua Edgard Loureiro,133.0,70.0,3,1,2,390000
392,venda,Apartamento,Graça, Rua Comendador Horácio Urpia,149.0,151.6,3,1,2,450000
393,venda,Sala,Parque Bela Vista, Rua Senador Theotônio Vilela,,23.75,0,1,1,95000
394,venda,Sala,Caminho das Árvores, Avenida Tancredo Neves,,29.93,0,1,1,160000
395,venda,Apartamento,Barra, Rua Oscar Carrascosa,11.0,75.0,2,0,0,290000
396,venda,Casa Comercial,Barra, Alameda Antunes,42.0,168.0,2,2,1,1500000
397,venda,Casa,Vitória, Avenida Sete de Setembro,,900.0,19,0,10,20000000
398,venda,Apartamento,Piatã, Rua Marcos Pinheiro,,55.0,2,1,1,240000
399,venda,Apartamento,Amaralina, Avenida Amaralina,,98.0,1,2,2,550000
400,venda,Apartamento,Pituba, Rua Rubem Berta,135.0,59.73,1,1,1,260000
401,venda,Apartamento,Stiep, Alameda Marine,70.0,90.0,3,1,2,495000
402,venda,Sala,Brotas, Avenida Antônio Carlos Magalhães,,27.33,0,1,1,85000
403,venda,Apartamento,Daniel Lisboa, Rua Dom Jerônimo Thome da Silva,,64.0,2,1,2,250000
404,venda,Casa em condomínio,Jaguaribe, Alameda Júpiter,449.0,504.0,4,4,1,2500000
405,venda,Sala,Caminho das Árvores, Rua Coronel Almerindo Rehem,,27.0,0,1,0,200000
406,venda,Sala,Caminho das Árvores, Rua Ewerton Visco,,64.0,0,1,1,460000
407,venda,Casa Comercial,Acupe de Brotas, Avenida General Graça Lessa,,800.0,0,15,8,2200000
408,venda,Apartamento,Graça, Rua da Graça,,400.0,5,4,7,2400000
409,venda,Casa,Caminho das Árvores, Alameda das Chuvas de Ouro,,595.0,6,4,6,4000000
410,venda,Terreno,Campo Grande, Ladeira da Fonte,,1315.02,0,0,0,5100000
411,venda,Prédio,Paralela, Avenida Luís Viana,2841.0,7705.0,0,200,0,80000000
412,venda,Apartamento,Matatu, Rua Arlindo Fragoso,98.0,74.0,2,1,2,210000
413,venda,Apartamento,Politeama,,,40.0,1,0,1,110000
414,venda,Sala,Stiep, Rua José Peroba,,41.67,0,1,1,180000
415,venda,Apartamento,Engenho Velho de Brotas, Rua Padre Luiz Filgueiras,,60.0,2,0,1,205000
416,venda,Apartamento,Federação, Rua Sérgio de Carvalho,,69.7,2,1,1,230000
417,venda,Casa,Cidade Nova, Rua Primeiro de Janeiro,,103.7,4,0,2,300000
418,venda,Sala,Graça, Rua Humberto de Campos,,82.0,0,1,0,720000
419,venda,Apartamento,Rio Vermelho, Rua Nelson Galo,,135.0,3,2,2,1000000
420,venda,Casa,Piatã, Rua Camuripeba,,530.0,5,4,4,1000000
421,venda,Casa,Itapuã, Avenida Luís Eduardo Magalhães,,2400.0,5,5,6,1850000
422,venda,Prédio,Chame-chame, Rua Professor Sabino Silva,,960.0,0,14,0,5500000
423,venda,Apartamento,Águas Claras, Rua Benedito Jenkis,,58.0,2,0,1,110000
424,venda,Ponto comercial,Pau da Lima, Travessa São Domingos,,480.0,0,0,23,200000
425,venda,Sala,Parque Bela Vista, Avenida Antônio Carlos Magalhães,2487.0,37.12,0,1,1,200000
426,venda,Apartamento,Uruguai, Rua Belamita,,100.0,3,1,2,220000
427,venda,Apartamento,Roma, Rua Frederico Lisboa,,70.0,3,0,2,240000
428,venda,Village,Nova Brasília de Itapuã,,,82.72,2,1,1,260000
429,venda,Sala,Costa Azul, Rua Arthur de Azevedo Machado,,32.05,0,1,1,270000
430,venda,Casa,Rio Vermelho, Rua Pedra da Sereia,26.0,310.0,4,0,2,290000
431,venda,Apartamento,Santa Teresa, Rua Parambu,181.0,65.0,2,1,2,380000
432,venda,Apartamento,Vila Laura, Rua Raul Leite,,86.0,3,1,3,560000
433,venda,Casa,Pituaçu, Travessa Joana Capistrano de Carvalho,12.0,460.0,3,3,3,1300000
434,venda,Dúplex,Stella Maris, Rua Lídia Borja,,140.0,3,2,3,550000
435,venda,Apartamento,Rio Vermelho, Rua Barão do Triunfo,,64.31,2,1,2,270000
436,venda,Apartamento,Pituba, Rua Amazonas,,137.62,3,1,2,350000
437,venda,Apartamento,Jardim Apipema, Rua Quintino de Carvalho,,80.0,2,1,2,400000
438,venda,Dúplex,Rio Vermelho, Rua Belmonte,,107.0,3,2,3,500000
439,venda,Casa,Santo Antônio, Ladeira de Ramos Queiroz,,160.0,3,1,2,600000
440,venda,Casa Comercial,Saúde, Rua da Jaqueira,,320.0,3,2,2,695000
441,venda,Apartamento,Vitória, Avenida Sete de Setembro,,101.0,3,1,4,750000
442,venda,Casa,Rio Vermelho, Rua Itabuna,,312.0,4,3,2,1000000
443,venda,Casa,Santa Teresa, Rua Poetisa Cora Coralina,,268.0,3,3,1,1100000
444,venda,Apartamento,Graça, Rua Conde Filho,,139.0,3,2,3,1140000
445,venda,Apartamento,Caminho das Árvores, Rua do Benjoim,,191.7,4,3,5,1300000
446,venda,Apartamento,Pituba, Rua Manoel Andrade,,200.0,3,3,3,1400000
447,venda,Apartamento,Vitória, Avenida Sete de Setembro,,185.0,3,3,4,2500000
448,venda,Apartamento,Massaranduba, Largo Juracy Magalhães,,100.0,2,0,2,120000
449,venda,Sala,Engenho Velho de Brotas, Avenida Vasco da Gama,,26.26,0,1,0,120000
450,venda,Sala,Parque Bela Vista, Avenida Antônio Carlos Magalhães,2573.0,31.83,0,1,1,125000
451,venda,Sala,Parque Bela Vista, Avenida Antônio Carlos Magalhães,2573.0,33.88,0,1,1,125000
452,venda,Sala,Parque Bela Vista, Avenida Antônio Carlos Magalhães,2573.0,31.83,0,1,1,125000
453,venda,Sala,Parque Bela Vista, Avenida Antônio Carlos Magalhães,2573.0,33.83,0,1,1,125000
454,venda,Sala,Itaigara, Avenida Antônio Carlos Magalhães,811.0,34.0,0,1,1,155000
455,venda,Apartamento,Pernambués, Rua Amargosa,1121.0,113.5,3,1,3,175000
456,venda,Apartamento,Barbalho, Ladeira do Arco,,49.71,2,1,1,190000
457,venda,Apartamento,Pernambués, Rua Thomaz Gonzaga,,47.0,2,1,1,200000
458,venda,Apartamento,Pernambués, Rua dos Bioquímicos,106.0,64.0,2,2,2,235000
459,venda,Apartamento,Daniel Lisboa, Rua Rodolfo Pimentel,154.0,74.12,2,1,2,240000
460,venda,Apartamento,Federação, Rua Jardim Federação,,56.61,2,1,2,245000
461,venda,Apartamento,Jardim Placaford, Rua Professor David Mendes Pereira,83.0,68.5,2,1,2,250000
462,venda,Apartamento,Amaralina, Avenida Amaralina,,90.0,2,1,2,255000
463,venda,Prédio,Comércio, Rua Conselheiro Lafayete,16.0,240.0,0,0,3,260000
464,venda,Apartamento,Candeal, Rua Carlos Maron,185.0,75.0,2,1,2,290000
465,venda,Apartamento,Graça, Rua Almirante Cleto Japi Assu,,90.0,2,0,1,315000
466,venda,Apartamento,Candeal, Alameda Monte Carmelo,351.0,72.0,2,1,3,320000
467,venda,Apartamento,Pituba, Rua Colmar Americano da Costa,,65.0,2,1,2,450000
468,venda,Apartamento,Barra, Rua Afonso Celso,,103.0,3,1,2,500000
469,venda,Apartamento,Canela, Rua Marechal Floriano,53.0,108.04,3,1,3,500000
470,venda,Apartamento,Pituba, Rua Hilton Rodrigues,,117.0,3,2,3,780000
471,venda,Apartamento,Pituba, Rua Alberto Valença,50.0,160.0,4,2,5,965000
472,venda,Casa em condomínio,Stella Maris, Alameda Praia de Corumbé,,400.0,5,2,5,1450000
473,venda,Apartamento,Itaigara, Rua Artesão João da Prata,,273.0,4,4,6,1650000
474,venda,Apartamento,Campo Grande, Largo do Campo Grande,33.0,152.0,3,1,3,400000
475,venda,Loja,Pituba, Avenida Manoel Dias da Silva,,128.0,0,3,0,2000000
476,venda,Apartamento,Santa Teresa, Rua Francisco Jorge,,60.0,2,1,2,370000
477,venda,Casa,Garcia, Rua Comendador José Alves Ferreira,,466.0,3,5,3,750000
478,venda,Casa em condomínio,Jaguaribe, Avenida Orlando Gomes,899.0,538.0,4,8,5,4900000
479,venda,Casa Comercial,Santo Antônio, Rua Santo Antônio Além do Carmo,,970.0,0,0,4,3500000
480,venda,Apartamento,Armação, Rua Desembargador Vieira Lima,,80.0,2,2,1,825000
481,venda,Apartamento,Monte Serrat, Rua Rio Itapicuru,12.0,78.0,2,0,2,145000
482,venda,Apartamento,Caminho de Areia, Rua José Sena,8.0,100.0,3,0,2,205000
483,venda,Apartamento,Caminho de Areia, Rua José Sena,8.0,100.0,3,0,2,250000
484,venda,Cobertura,Costa Azul, Rua Coronel Durval Mattos,,233.0,4,2,4,450000
485,venda,Apartamento,Graça, Avenida Euclydes da Cunha,,235.0,4,2,3,950000
486,venda,Sala,Pituba,,,42.27,0,1,0,100000
487,venda,Apartamento,Areia Branca, Rua 2 de Julho,,40.53,2,1,1,120000
488,venda,Apartamento,Vila Rui Barbosa, Rua Duarte da Costa,,76.0,2,0,1,130000
489,venda,Apartamento,Mata Escura, Conjunto Recanto Verde,,54.0,2,1,1,158000
490,venda,Apartamento,Dois de Julho, Rua Augusto Franca,,72.0,2,0,1,200000
491,venda,Apartamento,Dois de Julho, Avenida Sete de Setembro,,65.0,2,0,1,220000
492,venda,Apartamento,Garcia, Rua Pacífico Pereira,54.0,55.0,2,1,1,260000
493,venda,Apartamento,Brotas, Rua Doutor Filinto Borja,,95.0,3,1,1,280000
494,venda,Apartamento,Acupe de Brotas, Ladeira do Acupe,,105.0,3,1,3,299000
495,venda,Apartamento,Matatu, Rua Lalita Costa,,64.0,2,1,2,350000
496,venda,Apartamento,Tororó, Rua Futuro do Tororó,11.0,137.0,3,0,2,350000
497,venda,Apartamento,Pituba, Rua João Bião de Cerqueira,,70.19,3,1,3,350000
498,venda,Cobertura,Vila Laura, Rua Raul Leite,,97.28,3,2,3,380000
499,venda,Sala,Ondina, Avenida Anita Garibaldi,,119.92,0,2,3,420000
500,venda,Casa,Nazaré, Rua do Bângala,,192.0,3,1,1,530000
501,venda,Apartamento,Candeal, Rua Alberto Pondé,,154.0,4,2,2,580000
502,venda,Casa Comercial,Rio Vermelho, Rua Almirante Barroso,,480.0,4,2,4,600000
503,venda,Casa Comercial,Barbalho, Rua Engenheiro João Pimenta Bastos,,200.0,0,3,8,650000
504,venda,Apartamento,Parque Bela Vista, Avenida Antônio Carlos Magalhães,3359.0,88.82,3,1,2,430000
505,venda,Apartamento,Parque Bela Vista, Avenida Antônio Carlos Magalhães,3359.0,88.82,3,2,3,450000
506,venda,Apartamento,Pituba, Rua Pernambuco,,119.32,3,2,3,500000
507,venda,Loja,Armação, Rua João Mendes da Costa Filho,169.0,102.15,0,1,0,530000
508,venda,Apartamento,Patamares, Rua do Mangalô,289.0,140.58,3,2,4,540000
509,venda,Apartamento,Pituba, Rua Artur Gomes de Carvalho,,85.33,3,2,2,550000
510,venda,Apartamento,Pituba,,,99.22,3,2,3,580000
511,venda,Apartamento,Pituba, Rua Hilton Rodrigues,,116.0,3,2,1,600000
512,venda,Apartamento,Itaigara, Rua Padre Manoel Barbosa,,120.25,3,2,3,650000
513,venda,Apartamento,Pituba, Rua Clara Nunes,,94.45,3,1,3,650000
514,venda,Apartamento,Garcia, Rua Pacífico Pereira,,120.0,3,2,2,700000
515,venda,Apartamento,Caminho das Árvores, Rua Clarival do Prado Valladares,,116.3,3,2,3,700000
516,venda,Apartamento,Caminho das Árvores, Rua Graviola,,214.61,4,3,1,750000
517,venda,Apartamento,Graça, Rua Comendador Horácio Urpia,1.0,151.76,4,3,3,750000
518,venda,Apartamento,Pituba, Rua Manoel Andrade,,120.0,4,2,3,750000
519,venda,Apartamento,Ondina, Avenida Oceânica,,72.0,1,1,1,790000
520,venda,Apartamento,Pituba, Rua Machado Neto,,211.49,4,2,4,850000
521,venda,Casa Comercial,Amaralina, Rua Visconde de Itaborahy,639.0,332.0,3,4,2,850000
522,venda,Apartamento,Barra, Avenida Oceânica,265.0,128.32,3,1,2,890000
523,venda,Apartamento,Caminho das Árvores, Rua Clarival do Prado Valladares,,168.41,4,2,5,890000
524,venda,Apartamento,Vitória, Avenida Sete de Setembro,,207.0,4,1,1,900000
525,venda,Apartamento,Piatã, Avenida Octávio Mangabeira,,115.0,3,3,3,950000
526,venda,Casa em condomínio,Itapuã, Rua General Severino Filho,750.0,461.0,4,2,6,970000
527,venda,Cobertura,Caminho das Árvores, Rua Graviola,322.0,166.25,3,2,1,1000000
528,venda,Casa,Itapuã, Rua do Teatro,,238.0,3,7,3,1150000
529,venda,Apartamento,Pituba, Rua Manoel Gomes de Mendonça,,158.56,4,4,4,1300000
530,venda,Casa em condomínio,Patamares, Rua Bicuíba,1223.0,328.62,4,5,5,1300000
531,venda,Apartamento,Caminho das Árvores, Alameda dos Sombreiros,,153.0,3,3,2,1400000
532,venda,Apartamento,Nazaré,,,87.73,2,0,1,138000
533,venda,Casa,Matatu, Rua Doutor Otaviano Pimenta,,311.0,4,2,4,900000
534,venda,Apartamento,Alphaville I, Avenida Luís Viana - Lado Par,,143.0,3,2,5,1350000
535,venda,Apartamento,Candeal,,,57.0,2,1,2,197000
536,venda,Apartamento,Jardim Apipema,,,38.66,1,1,1,225000
537,venda,Apartamento,Amaralina, Rua Professor Augusto Machado,152.0,77.0,3,1,1,280000
538,venda,Apartamento,Pituba, Rua Piauí,204.0,132.0,3,1,1,420000
539,venda,Apartamento,Parque Bela Vista, Rua Senador Theotônio Vilela,256.0,149.74,3,1,2,475000
540,venda,Casa,Jardim Placaford, Rua Princesa Isabel,,900.0,3,2,4,1100000
541,venda,Terreno,Federação, Rua Professor Severo Pessoa,,1300.0,0,0,0,4300000
542,venda,Casa,Barra, Rua Cândido Portinari,,2100.0,3,0,1,13500000
543,venda,Apartamento,Roma, Avenida Caminho de Areia,19.0,45.0,2,0,2,130000
544,venda,Sala,Pituba, Rua Fernando Menezes de Góes,,37.7,0,1,0,139000
